2328,413300
2329,1116300
2330,446800
2331,1218200
2332,650700
2333,1500600
2334,941300
2335,1274700
2336,475700
2337,826900
2338,747300
2339,1301800
2340,1746900
2341,1207600
2342,9113700
2343,983400
2344,121200
2345,171200
2346,293000
2347,1769600
2348,1352500
2349,782900
2350,320000
2351,221500
2352,464900
